iteration,name,accuracy,precision,recall,f1,auc 
1,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
2,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
3,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
4,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
5,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
6,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
7,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
8,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
9,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
10,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
11,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
12,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
13,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
14,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
15,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
16,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
17,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
18,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
19,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
20,tensorflow->caffe,0.7867132867132867,0.0625,0.06060606060606061,0.06153846153846154,0.49011857707509876
