iteration,name,accuracy,precision,recall,f1,auc 
1,tensorflow->keras,0.7050898203592815,0.09210526315789473,0.05185185185185185,0.06635071090047394,0.45798068237092626
2,tensorflow->keras,0.7050898203592815,0.09210526315789473,0.05185185185185185,0.06635071090047394,0.4534153290250851
3,tensorflow->keras,0.7140718562874252,0.1,0.05185185185185185,0.06829268292682927,0.4559446876520047
4,tensorflow->keras,0.7065868263473054,0.09333333333333334,0.05185185185185185,0.06666666666666667,0.4555347091932458
5,tensorflow->keras,0.7080838323353293,0.0945945945945946,0.05185185185185185,0.06698564593301436,0.4565353345841151
6,tensorflow->keras,0.7140718562874252,0.1,0.05185185185185185,0.06829268292682927,0.4587311514140782
7,tensorflow->keras,0.7095808383233533,0.0958904109589041,0.05185185185185185,0.0673076923076923,0.45807796539503853
8,tensorflow->keras,0.7215568862275449,0.1076923076923077,0.05185185185185185,0.07,0.45204641790007644
9,tensorflow->keras,0.7050898203592815,0.09210526315789473,0.05185185185185185,0.06635071090047394,0.4597665207421305
10,tensorflow->keras,0.7215568862275449,0.1076923076923077,0.05185185185185185,0.07,0.45654923215898824
11,tensorflow->keras,0.7125748502994012,0.09859154929577464,0.05185185185185185,0.06796116504854369,0.4557570703912167
12,tensorflow->keras,0.7170658682634731,0.10294117647058823,0.05185185185185185,0.06896551724137931,0.453484816899451
13,tensorflow->keras,0.7065868263473054,0.09333333333333334,0.05185185185185185,0.06666666666666667,0.45565978736710444
14,tensorflow->keras,0.7050898203592815,0.09210526315789473,0.05185185185185185,0.06635071090047394,0.4557848655409631
15,tensorflow->keras,0.7110778443113772,0.09722222222222222,0.05185185185185185,0.06763285024154589,0.4578764505593774
16,tensorflow->keras,0.7200598802395209,0.10606060606060606,0.05185185185185185,0.06965174129353234,0.4542561323049128
17,tensorflow->keras,0.7050898203592815,0.09210526315789473,0.05185185185185185,0.06635071090047394,0.4601139601139601
18,tensorflow->keras,0.7065868263473054,0.09333333333333334,0.05185185185185185,0.06666666666666667,0.45953721075672294
19,tensorflow->keras,0.7125748502994012,0.09859154929577464,0.05185185185185185,0.06796116504854369,0.4557501216037802
20,tensorflow->keras,0.7080838323353293,0.0945945945945946,0.05185185185185185,0.06698564593301436,0.4566534639705371
