repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.6283112582781456,0.6061714693649582,0.7617770135046933,0.5511175369648964,0.7617770135046933,"[0.7977941176470589, 0.7977941176470589, 0.7977941176470589, 0.7977941176470589, 0.7977941176470589, 0.7977941176470589, 0.7692147034252297, 0.7350464576074331, 0.7053435114503817, 0.7254578754578755, 0.7209645669291338, 0.7695094760312152, 0.7541703248463565, 0.6977671451355661, 0.7263993316624896, 0.7977941176470589]"
